index,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,month,hour,day,year
1364,2011-04-02 17:00:00,2,0,0,1,15.58,19.695,54,23.9994,89,95,184,April,17,Saturday,2011
1365,2011-04-02 18:00:00,2,0,0,1,15.58,19.695,54,12.998,69,110,179,April,18,Saturday,2011
1366,2011-04-02 19:00:00,2,0,0,1,14.76,16.665,53,23.9994,71,77,148,April,19,Saturday,2011
1367,2011-04-02 20:00:00,2,0,0,1,13.94,15.91,53,19.0012,29,56,85,April,20,Saturday,2011
1368,2011-04-02 21:00:00,2,0,0,1,13.12,15.15,61,16.9979,24,53,77,April,21,Saturday,2011
1369,2011-04-02 22:00:00,2,0,0,1,13.12,15.15,61,19.9995,14,41,55,April,22,Saturday,2011
1370,2011-04-02 23:00:00,2,0,0,1,13.12,15.91,61,11.0014,20,33,53,April,23,Saturday,2011
1371,2011-04-03 00:00:00,2,0,0,1,12.3,14.395,65,12.998,8,31,39,April,0,Sunday,2011
1372,2011-04-03 01:00:00,2,0,0,1,12.3,15.91,61,7.0015,8,26,34,April,1,Sunday,2011
1373,2011-04-03 02:00:00,2,0,0,1,10.66,13.635,70,8.9981,5,19,24,April,2,Sunday,2011
1374,2011-04-03 03:00:00,2,0,0,1,12.3,16.665,61,0.0,3,8,11,April,3,Sunday,2011
1375,2011-04-03 04:00:00,2,0,0,1,11.48,15.15,70,6.0032,3,0,3,April,4,Sunday,2011
1376,2011-04-03 05:00:00,2,0,0,1,11.48,13.635,65,15.0013,1,4,5,April,5,Sunday,2011
1377,2011-04-03 06:00:00,2,0,0,1,11.48,13.635,65,12.998,10,23,33,April,6,Sunday,2011
1378,2011-04-03 07:00:00,2,0,0,1,13.12,15.15,57,15.0013,13,20,33,April,7,Sunday,2011
1379,2011-04-03 08:00:00,2,0,0,1,13.94,16.665,57,11.0014,18,44,62,April,8,Sunday,2011
1380,2011-04-03 09:00:00,2,0,0,1,14.76,15.91,50,32.9975,68,74,142,April,9,Sunday,2011
1381,2011-04-03 10:00:00,2,0,0,1,16.4,20.455,43,27.9993,111,104,215,April,10,Sunday,2011
1382,2011-04-03 11:00:00,2,0,0,1,17.22,21.21,41,16.9979,139,104,243,April,11,Sunday,2011
1383,2011-04-03 12:00:00,2,0,0,1,18.04,21.97,38,19.0012,166,147,313,April,12,Sunday,2011
1384,2011-04-03 13:00:00,2,0,0,1,18.04,21.97,33,19.9995,219,148,367,April,13,Sunday,2011
1385,2011-04-03 14:00:00,2,0,0,1,18.86,22.725,31,8.9981,240,109,349,April,14,Sunday,2011
1386,2011-04-03 15:00:00,2,0,0,2,18.86,22.725,33,0.0,174,118,292,April,15,Sunday,2011
1387,2011-04-03 16:00:00,2,0,0,2,18.86,22.725,31,12.998,147,156,303,April,16,Sunday,2011
1388,2011-04-03 17:00:00,2,0,0,2,18.86,22.725,28,8.9981,148,126,274,April,17,Sunday,2011
1389,2011-04-03 18:00:00,2,0,0,2,18.86,22.725,31,0.0,71,101,172,April,18,Sunday,2011
1390,2011-04-03 19:00:00,2,0,0,2,17.22,21.21,44,12.998,51,93,144,April,19,Sunday,2011
1391,2011-04-03 20:00:00,2,0,0,3,17.22,21.21,41,15.0013,24,55,79,April,20,Sunday,2011
1392,2011-04-03 21:00:00,2,0,0,2,17.22,21.21,44,15.0013,8,37,45,April,21,Sunday,2011
1393,2011-04-03 22:00:00,2,0,0,1,16.4,20.455,43,7.0015,7,29,36,April,22,Sunday,2011
1394,2011-04-03 23:00:00,2,0,0,1,16.4,20.455,50,6.0032,9,22,31,April,23,Sunday,2011
1395,2011-04-04 00:00:00,2,0,1,1,16.4,20.455,50,15.0013,1,5,6,April,0,Monday,2011
1396,2011-04-04 01:00:00,2,0,1,1,16.4,20.455,56,23.9994,7,4,11,April,1,Monday,2011
1397,2011-04-04 02:00:00,2,0,1,1,15.58,19.695,66,16.9979,1,1,2,April,2,Monday,2011
1398,2011-04-04 03:00:00,2,0,1,1,15.58,19.695,66,19.0012,1,0,1,April,3,Monday,2011
1399,2011-04-04 04:00:00,2,0,1,1,15.58,19.695,71,19.9995,1,1,2,April,4,Monday,2011
1400,2011-04-04 05:00:00,2,0,1,1,16.4,20.455,62,16.9979,0,7,7,April,5,Monday,2011
1401,2011-04-04 06:00:00,2,0,1,1,17.22,21.21,58,19.0012,3,43,46,April,6,Monday,2011
1402,2011-04-04 07:00:00,2,0,1,2,18.04,21.97,54,16.9979,7,150,157,April,7,Monday,2011
1403,2011-04-04 08:00:00,2,0,1,2,18.86,22.725,55,19.9995,31,308,339,April,8,Monday,2011
1404,2011-04-04 09:00:00,2,0,1,2,20.5,24.24,51,26.0027,24,134,158,April,9,Monday,2011
1405,2011-04-04 10:00:00,2,0,1,2,22.14,25.76,45,23.9994,35,55,90,April,10,Monday,2011
1406,2011-04-04 11:00:00,2,0,1,1,24.6,31.06,40,26.0027,58,66,124,April,11,Monday,2011
1407,2011-04-04 12:00:00,2,0,1,1,26.24,31.06,36,31.0009,59,98,157,April,12,Monday,2011
1408,2011-04-04 13:00:00,2,0,1,1,27.88,31.82,34,22.0028,47,92,139,April,13,Monday,2011
1409,2011-04-04 14:00:00,2,0,1,2,30.34,32.575,27,32.9975,47,76,123,April,14,Monday,2011
1410,2011-04-04 15:00:00,2,0,1,1,31.16,33.335,23,36.9974,47,96,143,April,15,Monday,2011
1411,2011-04-04 16:00:00,2,0,1,1,31.16,32.575,22,35.0008,59,130,189,April,16,Monday,2011
1412,2011-04-04 17:00:00,2,0,1,1,30.34,32.575,23,40.9973,83,283,366,April,17,Monday,2011
1413,2011-04-04 18:00:00,2,0,1,2,29.52,31.82,23,32.9975,78,308,386,April,18,Monday,2011
1414,2011-04-04 19:00:00,2,0,1,1,28.7,31.82,24,31.0009,51,227,278,April,19,Monday,2011
1415,2011-04-04 20:00:00,2,0,1,2,28.7,31.82,24,36.9974,40,133,173,April,20,Monday,2011
1416,2011-04-04 21:00:00,2,0,1,2,28.7,31.82,30,30.0026,19,76,95,April,21,Monday,2011
1417,2011-04-04 22:00:00,2,0,1,2,27.88,31.82,36,31.0009,17,58,75,April,22,Monday,2011
1418,2011-04-04 23:00:00,2,0,1,2,26.24,31.06,47,15.0013,18,30,48,April,23,Monday,2011
1419,2011-04-05 00:00:00,2,0,1,1,25.42,31.06,50,7.0015,10,12,22,April,0,Tuesday,2011
1420,2011-04-05 01:00:00,2,0,1,3,25.42,31.06,57,27.9993,10,5,15,April,1,Tuesday,2011
1421,2011-04-05 02:00:00,2,0,1,2,22.14,25.76,73,22.0028,0,5,5,April,2,Tuesday,2011
1422,2011-04-05 03:00:00,2,0,1,2,22.14,25.76,73,22.0028,1,3,4,April,3,Tuesday,2011
1423,2011-04-05 04:00:00,2,0,1,3,20.5,24.24,88,32.9975,0,2,2,April,4,Tuesday,2011
1424,2011-04-05 05:00:00,2,0,1,3,18.86,22.725,94,19.9995,0,5,5,April,5,Tuesday,2011
1425,2011-04-05 06:00:00,2,0,1,2,19.68,23.485,88,22.0028,2,36,38,April,6,Tuesday,2011
1426,2011-04-05 07:00:00,2,0,1,2,19.68,23.485,88,22.0028,10,124,134,April,7,Tuesday,2011
1427,2011-04-05 08:00:00,2,0,1,3,15.58,19.695,87,39.0007,9,148,157,April,8,Tuesday,2011
1428,2011-04-05 09:00:00,2,0,1,3,14.76,15.91,87,32.9975,2,44,46,April,9,Tuesday,2011
1429,2011-04-05 10:00:00,2,0,1,3,13.94,15.15,81,26.0027,3,25,28,April,10,Tuesday,2011
1430,2011-04-05 11:00:00,2,0,1,3,13.12,14.395,81,30.0026,1,18,19,April,11,Tuesday,2011
1431,2011-04-05 12:00:00,2,0,1,2,13.94,15.15,71,26.0027,6,32,38,April,12,Tuesday,2011
1432,2011-04-05 13:00:00,2,0,1,2,14.76,16.665,63,27.9993,5,51,56,April,13,Tuesday,2011
1433,2011-04-05 14:00:00,2,0,1,2,14.76,15.91,57,32.9975,9,67,76,April,14,Tuesday,2011
1434,2011-04-05 15:00:00,2,0,1,1,16.4,20.455,46,31.0009,6,62,68,April,15,Tuesday,2011
1435,2011-04-05 16:00:00,2,0,1,1,15.58,19.695,46,27.9993,17,113,130,April,16,Tuesday,2011
1436,2011-04-05 17:00:00,2,0,1,1,17.22,21.21,38,27.9993,27,246,273,April,17,Tuesday,2011
1437,2011-04-05 18:00:00,2,0,1,1,15.58,19.695,40,32.9975,19,248,267,April,18,Tuesday,2011
1438,2011-04-05 19:00:00,2,0,1,1,14.76,16.665,43,19.9995,12,148,160,April,19,Tuesday,2011
1439,2011-04-05 20:00:00,2,0,1,1,13.94,15.91,46,19.0012,4,87,91,April,20,Tuesday,2011
1440,2011-04-05 21:00:00,2,0,1,1,13.94,14.395,46,35.0008,8,81,89,April,21,Tuesday,2011
1441,2011-04-05 22:00:00,2,0,1,1,13.12,15.15,49,19.9995,3,43,46,April,22,Tuesday,2011
1442,2011-04-05 23:00:00,2,0,1,1,12.3,14.395,49,19.0012,3,23,26,April,23,Tuesday,2011
1443,2011-04-06 00:00:00,2,0,1,1,12.3,15.91,49,7.0015,0,15,15,April,0,Wednesday,2011
1444,2011-04-06 01:00:00,2,0,1,1,10.66,13.635,60,8.9981,0,2,2,April,1,Wednesday,2011
1445,2011-04-06 02:00:00,2,0,1,1,9.84,12.12,70,8.9981,0,5,5,April,2,Wednesday,2011
1446,2011-04-06 03:00:00,2,0,1,1,10.66,13.635,60,8.9981,0,4,4,April,3,Wednesday,2011
1447,2011-04-06 04:00:00,2,0,1,1,9.84,12.12,65,8.9981,0,1,1,April,4,Wednesday,2011
1448,2011-04-06 05:00:00,2,0,1,1,9.84,12.88,70,7.0015,1,12,13,April,5,Wednesday,2011
1449,2011-04-06 06:00:00,2,0,1,1,9.84,12.88,70,7.0015,4,52,56,April,6,Wednesday,2011
1450,2011-04-06 07:00:00,2,0,1,1,10.66,13.635,65,7.0015,3,130,133,April,7,Wednesday,2011
1451,2011-04-06 08:00:00,2,0,1,1,13.12,15.15,61,15.0013,17,308,325,April,8,Wednesday,2011
1452,2011-04-06 09:00:00,2,0,1,1,14.76,16.665,46,16.9979,8,157,165,April,9,Wednesday,2011
1453,2011-04-06 10:00:00,2,0,1,1,16.4,20.455,37,26.0027,21,48,69,April,10,Wednesday,2011
1454,2011-04-06 11:00:00,2,0,1,1,17.22,21.21,38,26.0027,23,70,93,April,11,Wednesday,2011
1455,2011-04-06 12:00:00,2,0,1,1,18.04,21.97,41,16.9979,22,112,134,April,12,Wednesday,2011
1456,2011-04-06 13:00:00,2,0,1,1,18.86,22.725,38,32.9975,29,83,112,April,13,Wednesday,2011
1457,2011-04-06 14:00:00,2,0,1,1,20.5,24.24,34,27.9993,35,80,115,April,14,Wednesday,2011
1458,2011-04-06 15:00:00,2,0,1,1,21.32,25.0,32,22.0028,34,83,117,April,15,Wednesday,2011
1459,2011-04-06 16:00:00,2,0,1,1,22.14,25.76,28,27.9993,27,142,169,April,16,Wednesday,2011
1460,2011-04-06 17:00:00,2,0,1,1,21.32,25.0,32,30.0026,53,303,356,April,17,Wednesday,2011
1461,2011-04-06 18:00:00,2,0,1,1,21.32,25.0,29,23.9994,43,282,325,April,18,Wednesday,2011
1462,2011-04-06 19:00:00,2,0,1,1,20.5,24.24,31,19.9995,36,196,232,April,19,Wednesday,2011
1463,2011-04-06 20:00:00,2,0,1,1,18.86,22.725,51,15.0013,15,126,141,April,20,Wednesday,2011
1464,2011-04-06 21:00:00,2,0,1,1,18.86,22.725,41,19.0012,18,84,102,April,21,Wednesday,2011
1465,2011-04-06 22:00:00,2,0,1,1,18.86,22.725,41,19.0012,13,71,84,April,22,Wednesday,2011
1466,2011-04-06 23:00:00,2,0,1,1,18.86,22.725,41,19.9995,11,29,40,April,23,Wednesday,2011
1467,2011-04-07 00:00:00,2,0,1,1,18.86,22.725,41,19.0012,5,15,20,April,0,Thursday,2011
1468,2011-04-07 01:00:00,2,0,1,1,17.22,21.21,47,8.9981,2,11,13,April,1,Thursday,2011
1469,2011-04-07 02:00:00,2,0,1,1,17.22,21.21,54,0.0,0,7,7,April,2,Thursday,2011
1470,2011-04-07 03:00:00,2,0,1,1,14.76,17.425,66,12.998,0,3,3,April,3,Thursday,2011
1471,2011-04-07 04:00:00,2,0,1,1,13.94,16.665,76,12.998,0,1,1,April,4,Thursday,2011
1472,2011-04-07 05:00:00,2,0,1,1,13.94,15.91,76,15.0013,0,6,6,April,5,Thursday,2011
1473,2011-04-07 06:00:00,2,0,1,1,13.12,15.15,81,16.9979,5,59,64,April,6,Thursday,2011
1474,2011-04-07 07:00:00,2,0,1,2,13.94,16.665,76,11.0014,8,152,160,April,7,Thursday,2011
1475,2011-04-07 08:00:00,2,0,1,1,14.76,17.425,76,12.998,23,291,314,April,8,Thursday,2011
1476,2011-04-07 09:00:00,2,0,1,2,16.4,20.455,66,8.9981,15,155,170,April,9,Thursday,2011
1477,2011-04-07 10:00:00,2,0,1,2,17.22,21.21,67,7.0015,29,66,95,April,10,Thursday,2011
1478,2011-04-07 11:00:00,2,0,1,2,18.86,22.725,55,0.0,36,86,122,April,11,Thursday,2011
1479,2011-04-07 12:00:00,2,0,1,2,18.86,22.725,55,0.0,39,114,153,April,12,Thursday,2011
1480,2011-04-07 13:00:00,2,0,1,2,21.32,25.0,48,6.0032,36,99,135,April,13,Thursday,2011
1481,2011-04-07 14:00:00,2,0,1,1,22.96,26.515,43,6.0032,46,111,157,April,14,Thursday,2011
1482,2011-04-07 15:00:00,2,0,1,1,24.6,31.06,38,7.0015,27,133,160,April,15,Thursday,2011
1483,2011-04-07 16:00:00,2,0,1,1,24.6,31.06,35,0.0,52,161,213,April,16,Thursday,2011
1484,2011-04-07 17:00:00,2,0,1,1,21.32,25.0,52,19.0012,63,280,343,April,17,Thursday,2011
1485,2011-04-07 18:00:00,2,0,1,1,19.68,23.485,55,16.9979,68,265,333,April,18,Thursday,2011
1486,2011-04-07 19:00:00,2,0,1,1,18.86,22.725,59,19.9995,34,192,226,April,19,Thursday,2011
1487,2011-04-07 20:00:00,2,0,1,1,18.04,21.97,62,11.0014,37,166,203,April,20,Thursday,2011
1488,2011-04-07 21:00:00,2,0,1,2,18.04,21.97,67,19.0012,19,89,108,April,21,Thursday,2011
1489,2011-04-07 22:00:00,2,0,1,2,16.4,20.455,76,12.998,18,63,81,April,22,Thursday,2011
1490,2011-04-07 23:00:00,2,0,1,1,15.58,19.695,76,16.9979,9,45,54,April,23,Thursday,2011
1491,2011-04-08 00:00:00,2,0,1,2,14.76,17.425,76,15.0013,4,21,25,April,0,Friday,2011
1492,2011-04-08 01:00:00,2,0,1,2,13.94,16.665,76,8.9981,3,6,9,April,1,Friday,2011
1493,2011-04-08 02:00:00,2,0,1,3,13.94,16.665,76,11.0014,3,10,13,April,2,Friday,2011
1494,2011-04-08 03:00:00,2,0,1,3,13.94,16.665,76,11.0014,0,1,1,April,3,Friday,2011
1495,2011-04-08 04:00:00,2,0,1,2,13.94,16.665,86,8.9981,0,1,1,April,4,Friday,2011
1496,2011-04-08 05:00:00,2,0,1,2,13.12,15.91,87,12.998,1,8,9,April,5,Friday,2011
1497,2011-04-08 06:00:00,2,0,1,2,13.94,18.18,87,0.0,2,33,35,April,6,Friday,2011
1498,2011-04-08 07:00:00,2,0,1,3,13.94,16.665,87,11.0014,4,109,113,April,7,Friday,2011
1499,2011-04-08 08:00:00,2,0,1,3,13.94,16.665,87,11.0014,13,208,221,April,8,Friday,2011
1500,2011-04-08 09:00:00,2,0,1,2,14.76,17.425,76,12.998,17,168,185,April,9,Friday,2011
1501,2011-04-08 10:00:00,2,0,1,2,14.76,16.665,71,19.0012,10,63,73,April,10,Friday,2011
1502,2011-04-08 11:00:00,2,0,1,2,16.4,20.455,62,26.0027,19,79,98,April,11,Friday,2011
1503,2011-04-08 12:00:00,2,0,1,3,15.58,19.695,66,15.0013,29,51,80,April,12,Friday,2011
1504,2011-04-08 13:00:00,2,0,1,3,14.76,16.665,76,19.0012,7,35,42,April,13,Friday,2011
1505,2011-04-08 14:00:00,2,0,1,3,13.94,15.91,87,15.0013,2,13,15,April,14,Friday,2011
1506,2011-04-08 15:00:00,2,0,1,3,13.94,15.91,87,15.0013,1,24,25,April,15,Friday,2011
1507,2011-04-08 16:00:00,2,0,1,2,13.12,15.15,93,16.9979,2,58,60,April,16,Friday,2011
1508,2011-04-08 17:00:00,2,0,1,3,13.12,15.15,93,16.9979,10,138,148,April,17,Friday,2011
1509,2011-04-08 18:00:00,2,0,1,3,13.12,15.15,93,16.9979,8,54,62,April,18,Friday,2011
1510,2011-04-08 19:00:00,2,0,1,3,12.3,13.635,93,27.9993,1,52,53,April,19,Friday,2011
1511,2011-04-08 20:00:00,2,0,1,2,12.3,13.635,93,22.0028,12,51,63,April,20,Friday,2011
1512,2011-04-08 21:00:00,2,0,1,2,12.3,14.395,93,16.9979,11,43,54,April,21,Friday,2011
1513,2011-04-08 22:00:00,2,0,1,2,12.3,13.635,93,19.9995,9,42,51,April,22,Friday,2011
1514,2011-04-08 23:00:00,2,0,1,2,12.3,14.395,93,15.0013,4,31,35,April,23,Friday,2011
1515,2011-04-09 00:00:00,2,0,0,2,12.3,14.395,87,15.0013,5,26,31,April,0,Saturday,2011
1516,2011-04-09 01:00:00,2,0,0,2,12.3,15.15,87,8.9981,3,17,20,April,1,Saturday,2011
1517,2011-04-09 02:00:00,2,0,0,2,13.12,15.15,87,15.0013,2,15,17,April,2,Saturday,2011
1518,2011-04-09 03:00:00,2,0,0,3,12.3,14.395,100,16.9979,3,11,14,April,3,Saturday,2011
1519,2011-04-09 04:00:00,2,0,0,3,12.3,13.635,100,16.9979,0,3,3,April,4,Saturday,2011
1520,2011-04-09 05:00:00,2,0,0,2,12.3,14.395,93,15.0013,0,5,5,April,5,Saturday,2011
1521,2011-04-09 06:00:00,2,0,0,2,12.3,14.395,93,12.998,0,13,13,April,6,Saturday,2011
1522,2011-04-09 07:00:00,2,0,0,2,12.3,15.15,93,11.0014,8,13,21,April,7,Saturday,2011
1523,2011-04-09 08:00:00,2,0,0,2,13.12,15.15,93,11.0014,7,47,54,April,8,Saturday,2011
1524,2011-04-09 09:00:00,2,0,0,2,13.94,17.425,87,7.0015,27,71,98,April,9,Saturday,2011
1525,2011-04-09 10:00:00,2,0,0,2,13.94,16.665,87,8.9981,43,90,133,April,10,Saturday,2011
1526,2011-04-09 11:00:00,2,0,0,2,14.76,18.18,81,0.0,51,91,142,April,11,Saturday,2011
1527,2011-04-09 12:00:00,2,0,0,2,14.76,17.425,81,8.9981,79,123,202,April,12,Saturday,2011
1528,2011-04-09 13:00:00,2,0,0,2,14.76,18.94,81,0.0,114,108,222,April,13,Saturday,2011
1529,2011-04-09 14:00:00,2,0,0,2,14.76,17.425,81,8.9981,94,118,212,April,14,Saturday,2011
1530,2011-04-09 15:00:00,2,0,0,2,14.76,18.94,87,0.0,85,116,201,April,15,Saturday,2011
1531,2011-04-09 16:00:00,2,0,0,2,15.58,19.695,82,0.0,73,118,191,April,16,Saturday,2011
1532,2011-04-09 17:00:00,2,0,0,2,15.58,19.695,82,6.0032,128,129,257,April,17,Saturday,2011
1533,2011-04-09 18:00:00,2,0,0,2,15.58,19.695,82,7.0015,48,129,177,April,18,Saturday,2011
1534,2011-04-09 19:00:00,2,0,0,2,15.58,19.695,82,8.9981,47,83,130,April,19,Saturday,2011
1535,2011-04-09 20:00:00,2,0,0,2,15.58,19.695,87,11.0014,19,74,93,April,20,Saturday,2011
1536,2011-04-09 21:00:00,2,0,0,2,14.76,17.425,93,8.9981,10,65,75,April,21,Saturday,2011
1537,2011-04-09 22:00:00,2,0,0,2,14.76,17.425,93,8.9981,21,66,87,April,22,Saturday,2011
1538,2011-04-09 23:00:00,2,0,0,2,15.58,19.695,87,6.0032,12,45,57,April,23,Saturday,2011
1539,2011-04-10 00:00:00,2,0,0,2,15.58,19.695,87,6.0032,5,48,53,April,0,Sunday,2011
1540,2011-04-10 01:00:00,2,0,0,2,15.58,19.695,87,8.9981,6,31,37,April,1,Sunday,2011
1541,2011-04-10 02:00:00,2,0,0,2,15.58,19.695,87,6.0032,12,24,36,April,2,Sunday,2011
1542,2011-04-10 03:00:00,2,0,0,2,15.58,19.695,87,8.9981,5,11,16,April,3,Sunday,2011
1543,2011-04-10 04:00:00,2,0,0,2,14.76,18.18,93,7.0015,3,2,5,April,4,Sunday,2011
1544,2011-04-10 05:00:00,2,0,0,2,14.76,18.18,93,6.0032,0,4,4,April,5,Sunday,2011
1545,2011-04-10 06:00:00,2,0,0,2,14.76,18.18,93,6.0032,0,4,4,April,6,Sunday,2011
1546,2011-04-10 07:00:00,2,0,0,2,14.76,18.18,100,6.0032,3,7,10,April,7,Sunday,2011
1547,2011-04-10 08:00:00,2,0,0,2,15.58,19.695,94,6.0032,17,38,55,April,8,Sunday,2011
1548,2011-04-10 09:00:00,2,0,0,2,15.58,19.695,94,8.9981,31,50,81,April,9,Sunday,2011
1549,2011-04-10 10:00:00,2,0,0,2,16.4,20.455,87,0.0,69,81,150,April,10,Sunday,2011
1550,2011-04-10 11:00:00,2,0,0,2,16.4,20.455,87,8.9981,93,109,202,April,11,Sunday,2011
1551,2011-04-10 12:00:00,2,0,0,2,17.22,21.21,88,8.9981,94,136,230,April,12,Sunday,2011
1552,2011-04-10 13:00:00,2,0,0,1,18.86,22.725,82,7.0015,121,142,263,April,13,Sunday,2011
1553,2011-04-10 14:00:00,2,0,0,1,20.5,24.24,72,12.998,148,133,281,April,14,Sunday,2011
1554,2011-04-10 15:00:00,2,0,0,1,20.5,24.24,77,15.0013,156,141,297,April,15,Sunday,2011
1555,2011-04-10 16:00:00,2,0,0,2,21.32,25.0,72,11.0014,135,153,288,April,16,Sunday,2011
1556,2011-04-10 17:00:00,2,0,0,2,21.32,25.0,72,12.998,84,152,236,April,17,Sunday,2011
1557,2011-04-10 18:00:00,2,0,0,1,20.5,24.24,77,12.998,103,137,240,April,18,Sunday,2011
1558,2011-04-10 19:00:00,2,0,0,1,20.5,24.24,77,12.998,47,84,131,April,19,Sunday,2011
1559,2011-04-10 20:00:00,2,0,0,1,18.86,22.725,82,8.9981,21,71,92,April,20,Sunday,2011
1560,2011-04-10 21:00:00,2,0,0,1,18.04,21.97,88,12.998,18,77,95,April,21,Sunday,2011
1561,2011-04-10 22:00:00,2,0,0,1,18.04,21.97,94,16.9979,12,45,57,April,22,Sunday,2011
1562,2011-04-10 23:00:00,2,0,0,1,18.86,22.725,88,23.9994,5,27,32,April,23,Sunday,2011
1563,2011-04-11 00:00:00,2,0,1,1,19.68,23.485,88,22.0028,7,16,23,April,0,Monday,2011
1564,2011-04-11 01:00:00,2,0,1,1,18.86,22.725,94,19.0012,1,3,4,April,1,Monday,2011
1565,2011-04-11 02:00:00,2,0,1,1,18.86,22.725,94,19.0012,7,2,9,April,2,Monday,2011
1566,2011-04-11 04:00:00,2,0,1,1,18.86,22.725,94,12.998,0,1,1,April,4,Monday,2011
1567,2011-04-11 05:00:00,2,0,1,1,18.86,22.725,94,12.998,1,12,13,April,5,Monday,2011
1568,2011-04-11 06:00:00,2,0,1,2,18.86,22.725,100,15.0013,2,59,61,April,6,Monday,2011
1569,2011-04-11 07:00:00,2,0,1,2,20.5,24.24,88,15.0013,12,164,176,April,7,Monday,2011
1570,2011-04-11 08:00:00,2,0,1,2,21.32,25.0,88,19.0012,28,286,314,April,8,Monday,2011
1571,2011-04-11 09:00:00,2,0,1,2,22.96,26.515,83,19.0012,33,132,165,April,9,Monday,2011
1572,2011-04-11 10:00:00,2,0,1,2,22.96,26.515,83,19.9995,41,55,96,April,10,Monday,2011
1573,2011-04-11 11:00:00,2,0,1,2,24.6,29.545,73,19.9995,45,59,104,April,11,Monday,2011
1574,2011-04-11 12:00:00,2,0,1,2,24.6,29.545,73,22.0028,37,97,134,April,12,Monday,2011
1575,2011-04-11 13:00:00,2,0,1,2,26.24,30.305,69,27.9993,62,77,139,April,13,Monday,2011
1576,2011-04-11 14:00:00,2,0,1,2,29.52,33.335,54,23.9994,60,85,145,April,14,Monday,2011
1577,2011-04-11 15:00:00,2,0,1,1,30.34,33.335,48,35.0008,56,85,141,April,15,Monday,2011
1578,2011-04-11 16:00:00,2,0,1,1,30.34,33.335,48,35.0008,73,162,235,April,16,Monday,2011
1579,2011-04-11 17:00:00,2,0,1,1,30.34,33.335,48,35.0008,100,352,452,April,17,Monday,2011
1580,2011-04-11 18:00:00,2,0,1,1,29.52,33.335,51,26.0027,93,290,383,April,18,Monday,2011
1581,2011-04-11 19:00:00,2,0,1,1,29.52,33.335,51,30.0026,73,211,284,April,19,Monday,2011
1582,2011-04-11 20:00:00,2,0,1,1,27.88,31.82,57,35.0008,44,122,166,April,20,Monday,2011
1583,2011-04-11 21:00:00,2,0,1,1,27.06,31.06,61,16.9979,39,119,158,April,21,Monday,2011
1584,2011-04-11 22:00:00,2,0,1,2,26.24,31.06,50,19.0012,25,66,91,April,22,Monday,2011
1585,2011-04-11 23:00:00,2,0,1,3,23.78,27.275,60,0.0,16,38,54,April,23,Monday,2011
1586,2011-04-12 00:00:00,2,0,1,2,25.42,31.06,50,7.0015,11,13,24,April,0,Tuesday,2011
1587,2011-04-12 01:00:00,2,0,1,2,25.42,31.06,50,6.0032,6,7,13,April,1,Tuesday,2011
1588,2011-04-12 02:00:00,2,0,1,2,24.6,31.06,53,8.9981,7,7,14,April,2,Tuesday,2011
1589,2011-04-12 03:00:00,2,0,1,2,23.78,27.275,56,8.9981,0,1,1,April,3,Tuesday,2011
1590,2011-04-12 04:00:00,2,0,1,2,22.96,26.515,64,8.9981,4,2,6,April,4,Tuesday,2011
1591,2011-04-12 05:00:00,2,0,1,2,22.14,25.76,68,8.9981,1,15,16,April,5,Tuesday,2011
1592,2011-04-12 06:00:00,2,0,1,2,22.14,25.76,68,19.0012,3,55,58,April,6,Tuesday,2011
1593,2011-04-12 07:00:00,2,0,1,2,22.14,25.76,68,15.0013,12,177,189,April,7,Tuesday,2011
1594,2011-04-12 08:00:00,2,0,1,3,19.68,23.485,88,26.0027,15,211,226,April,8,Tuesday,2011
1595,2011-04-12 09:00:00,2,0,1,3,18.86,22.725,94,32.9975,4,50,54,April,9,Tuesday,2011
1596,2011-04-12 10:00:00,2,0,1,3,20.5,24.24,82,27.9993,6,34,40,April,10,Tuesday,2011
1597,2011-04-12 11:00:00,2,0,1,1,21.32,25.0,77,23.9994,11,38,49,April,11,Tuesday,2011
1598,2011-04-12 12:00:00,2,0,1,2,22.96,26.515,64,31.0009,9,83,92,April,12,Tuesday,2011
1599,2011-04-12 13:00:00,2,0,1,3,22.14,25.76,68,19.0012,22,84,106,April,13,Tuesday,2011
1600,2011-04-12 14:00:00,2,0,1,2,20.5,24.24,82,19.0012,16,28,44,April,14,Tuesday,2011
1601,2011-04-12 15:00:00,2,0,1,2,19.68,23.485,77,35.0008,24,54,78,April,15,Tuesday,2011
1602,2011-04-12 16:00:00,2,0,1,2,19.68,23.485,77,26.0027,19,80,99,April,16,Tuesday,2011
1603,2011-04-12 17:00:00,2,0,1,3,18.04,21.97,77,15.0013,29,262,291,April,17,Tuesday,2011
1604,2011-04-12 18:00:00,2,0,1,3,18.04,21.97,77,15.0013,21,203,224,April,18,Tuesday,2011
1605,2011-04-12 19:00:00,2,0,1,2,17.22,21.21,82,19.0012,3,127,130,April,19,Tuesday,2011
1606,2011-04-12 20:00:00,2,0,1,2,17.22,21.21,82,19.0012,9,94,103,April,20,Tuesday,2011
1607,2011-04-12 21:00:00,2,0,1,2,17.22,21.21,82,12.998,10,74,84,April,21,Tuesday,2011
1608,2011-04-12 22:00:00,2,0,1,2,16.4,20.455,94,19.9995,7,47,54,April,22,Tuesday,2011
